date,location,code1,team1,code2,team2,goals1,goals2
2013-02-06,Durban,mli,Mali,nga,Nigeria,1,4
2013-02-06,Muscat,oma,Oman,syr,Syria,1,0
2013-02-06,Dubai,irq,Iraq,idn,Indonesia,1,0
2013-02-06,Hanoi,vie,Vietnam,uae,United Arab Emirates,1,2
2013-02-06,Doha,qat,Qatar,mas,Malaysia,2,0
2013-02-06,Bangkok,tha,Thailand,kuw,Kuwait,1,3
2013-02-06,Sharjah,yem,Yemen,bhr,Bahrain,0,2
2013-02-06,Dammam,ksa,Saudi Arabia,chn,China PR,2,1
2013-02-06,Mexico City,mex,Mexico,jam,Jamaica,0,0
2013-02-06,Nelspruit,bfa,Burkina Faso,gha,Ghana,1,1
2013-02-06,Panama City,pan,Panama,crc,Costa Rica,2,2
2013-02-09,Kathmandu,nep,Nepal,pak,Pakistan,0,1
2013-02-09,Nelson Mandela Bay/Port Elizabeth,mli,Mali,gha,Ghana,3,1
2013-02-10,Johannesburg,nga,Nigeria,bfa,Burkina Faso,1,0
2013-02-12,Male,mdv,Maldives,pak,Pakistan,1,1
2013-02-14,Male,mdv,Maldives,pak,Pakistan,3,0
2013-03-02,Kathmandu,ple,Palestine,ban,Bangladesh,1,0
2013-03-02,Vientiane,afg,Afghanistan,sri,Sri Lanka,1,0
2013-03-02,Yangon,ind,India,tpe,Chinese Taipei,2,1
2013-03-02,Yangon,mya,Myanmar,gum,Guam,5,0
2013-03-02,Vientiane,lao,Laos,mng,Mongolia,1,1
2013-03-04,Vientiane,mng,Mongolia,afg,Afghanistan,0,1
2013-03-04,Yangon,gum,Guam,ind,India,0,4
2013-03-04,Kathmandu,nep,Nepal,ban,Bangladesh,0,2
2013-03-04,Yangon,mya,Myanmar,tpe,Chinese Taipei,1,1
2013-03-04,Vientiane,lao,Laos,sri,Sri Lanka,4,2
2013-03-06,Vientiane,sri,Sri Lanka,mng,Mongolia,3,0
2013-03-06,Yangon,tpe,Chinese Taipei,gum,Guam,0,3
2013-03-06,Kathmandu,nep,Nepal,ple,Palestine,0,0
2013-03-06,Yangon,mya,Myanmar,ind,India,1,0
2013-03-06,Vientiane,lao,Laos,afg,Afghanistan,1,1
2013-03-07,Doha,qat,Qatar,egy,Egypt,3,1
2013-03-17,Riffa,bhr,Bahrain,lib,Lebanon,0,0
2013-03-17,Bishkek,tjk,Tajikistan,pak,Pakistan,1,0
2013-03-17,Bishkek,kgz,Kyrgyzstan,mac,Macau,1,0
2013-03-19,Gaborone,bot,Botswana,mwi,Malawi,1,0
2013-03-19,Bishkek,mac,Macau,tjk,Tajikistan,0,3
2013-03-19,Bishkek,kgz,Kyrgyzstan,pak,Pakistan,1,0
2013-03-20,Muscat,oma,Oman,hai,Haiti,3,0
2013-03-20,Kigali,rwa,Rwanda,lby,Libya,0,1
2013-03-21,Geneva,ita,Italy,bra,Brazil,2,2
2013-03-21,Amman,jor,Jordan,blr,Belarus,1,0
2013-03-21,Quito,ecu,Ecuador,slv,El Salvador,5,0
2013-03-21,Kuwait City,kuw,Kuwait,ple,Palestine,2,1
2013-03-21,Bishkek,pak,Pakistan,mac,Macau,2,0
2013-03-21,Bishkek,kgz,Kyrgyzstan,tjk,Tajikistan,1,0
2013-03-22,Doha,jpn,Japan,can,Canada,2,1
2013-03-22,Ramat Gan,isr,Israel,por,Portugal,3,3
2013-03-22,Barranquilla,col,Colombia,bol,Bolivia,5,0
2013-03-22,San Pedro Sula,hon,Honduras,mex,Mexico,2,2
2013-03-22,Manila,tkm,Turkmenistan,cam,Cambodia,7,0
2013-03-22,Beirut,lib,Lebanon,tha,Thailand,5,2
2013-03-22,Abu Dhabi,uae,United Arab Emirates,uzb,Uzbekistan,2,1
2013-03-22,Zagreb,cro,Croatia,srb,Serbia,2,0
2013-03-22,Sofia,bul,Bulgaria,mlt,Malta,6,0
2013-03-22,Ljubliana,svn,Slovenia,isl,Iceland,1,2
2013-03-22,Riffa,bhr,Bahrain,qat,Qatar,1,0
2013-03-22,Montevideo,uru,Uruguay,par,Paraguay,1,1
2013-03-22,Oslo,nor,Norway,alb,Albania,0,1
2013-03-22,Andorra La Vella,and,Andorra,tur,Turkey,0,2
2013-03-22,Vaduz,lie,Liechtenstein,lva,Latvia,1,1
2013-03-22,Changsha,chn,China PR,irq,Iraq,1,0
2013-03-22,Dunedin,nzl,New Zealand,ncl,New Caledonia,2,1
2013-03-22,Glasgow,sco,Scotland,wal,Wales,1,2
2013-03-22,Papeete,tah,Tahiti,sol,Solomon Islands,2,0
2013-03-22,Hong Kong,hkg,Hong Kong,vie,Vietnam,1,0
2013-03-22,Zilina,svk,Slovakia,ltu,Lithuania,1,1
2013-03-22,Commerce City,usa,USA,crc,Costa Rica,1,0
2013-03-22,Luxembourg,lux,Luxembourg,aze,Azerbaijan,0,0
2013-03-22,Olomouc,cze,Czech Republic,den,Denmark,0,3
2013-03-22,Vienna,aut,Austria,fro,Faroe Islands,6,0
2013-03-22,Amsterdam,ned,Netherlands,est,Estonia,3,0
2013-03-22,Budapest,hun,Hungary,rou,Romania,2,2
2013-03-22,Kingston,jam,Jamaica,pan,Panama,1,1
2013-03-22,Skopje,mkd,FYR Macedonia,bel,Belgium,0,2
2013-03-22,Warsaw,pol,Poland,ukr,Ukraine,1,3
2013-03-22,Zenica,bih,Bosnia and Herzegovina,gre,Greece,3,1
2013-03-22,Gijon,esp,Spain,fin,Finland,1,1
2013-03-22,Solna,swe,Sweden,irl,Republic of Ireland,0,0
2013-03-22,Shah Alam,mas,Malaysia,yem,Yemen,2,1
2013-03-22,Buenos Aires,arg,Argentina,ven,Venezuela,3,0
2013-03-22,Serravalle,smr,San Marino,eng,England,0,8
2013-03-22,Saint-Denis,fra,France,geo,Georgia,3,1
2013-03-22,Lima,per,Peru,chi,Chile,1,0
2013-03-22,Chisinau,mda,Moldova,mne,Montenegro,0,1
2013-03-22,Astana,kaz,Kazakhstan,ger,Germany,0,3
2013-03-23,Belmopan,blz,Belize,tri,Trinidad and Tobago,0,0
2013-03-23,Yaounde,cmr,Cameroon,tog,Togo,2,1
2013-03-23,Pointe Noire,cgo,Congo,gab,Gabon,1,0
2013-03-23,Calabar,nga,Nigeria,ken,Kenya,1,1
2013-03-23,Abidjan,civ,Côte d'Ivoire,gam,Gambia,3,0
2013-03-23,Conakry,sen,Senegal,ang,Angola,1,1
2013-03-23,Windhoek,nam,Namibia,mwi,Malawi,0,1
2013-03-23,Ouagadougou,bfa,Burkina Faso,nig,Niger,4,0
2013-03-23,Nicosia,cyp,Cyprus,sui,Switzerland,0,0
2013-03-23,Jakarta,idn,Indonesia,ksa,Saudi Arabia,1,2
2013-03-23,Rades,tun,Tunisia,sle,Sierra Leone,2,1
2013-03-23,Cape Town,rsa,South Africa,cta,Central African Republic,2,0
2013-03-24,San Cristobal,dom,Dominican Republic,hai,Haiti,3,1
2013-03-24,Dar Es Salaam,tan,Tanzania,mar,Morocco,3,1
2013-03-24,Maseru,les,Lesotho,zam,Zambia,1,1
2013-03-24,Maputo,moz,Mozambique,gui,Guinea,0,0
2013-03-24,Kinshasa,cod,Congo DR,lby,Libya,0,0
2013-03-24,Kigali,rwa,Rwanda,mli,Mali,1,2
2013-03-24,Kumasi,gha,Ghana,sdn,Sudan,4,0
2013-03-24,Addis Abeba,eth,Ethiopia,bot,Botswana,1,0
2013-03-24,Paynesville,lbr,Liberia,uga,Uganda,2,0
2013-03-24,Malabo,eqg,Equatorial Guinea,cpv,Cape Verde Islands,0,3
2013-03-24,Manila,phi,Philippines,cam,Cambodia,8,0
2013-03-25,London,bra,Brazil,rus,Russia,1,1
2013-03-25,Doha,can,Canada,blr,Belarus,0,2
2013-03-26,Zilina,svk,Slovakia,swe,Sweden,0,0
2013-03-26,Luxembourg,lux,Luxembourg,fin,Finland,0,3
2013-03-26,Lima,per,Peru,tri,Trinidad and Tobago,3,0
2013-03-26,Baghdad,irq,Iraq,syr,Syria,2,1
2013-03-26,Honiara,sol,Solomon Islands,nzl,New Zealand,0,2
2013-03-26,Quito,ecu,Ecuador,par,Paraguay,4,1
2013-03-26,La Paz,bol,Bolivia,arg,Argentina,1,1
2013-03-26,Amman,jor,Jordan,jpn,Japan,2,1
2013-03-26,Tashkent,uzb,Uzbekistan,lib,Lebanon,1,0
2013-03-26,Noumea,ncl,New Caledonia,tah,Tahiti,1,0
2013-03-26,Alexandria (Borg El Arab),egy,Egypt,zim,Zimbabwe,2,1
2013-03-26,Tallinn,est,Estonia,and,Andorra,2,0
2013-03-26,Puerto Ordaz,ven,Venezuela,col,Colombia,1,0
2013-03-26,Sydney,aus,Australia,oma,Oman,2,2
2013-03-26,Manila,phi,Philippines,tkm,Turkmenistan,1,0
2013-03-26,Kuwait City,kuw,Kuwait,irn,Iran,1,1
2013-03-26,Swansea,wal,Wales,cro,Croatia,1,2
2013-03-26,Belfast,nir,Northern Ireland,isr,Israel,0,2
2013-03-26,Dublin,irl,Republic of Ireland,aut,Austria,2,2
2013-03-26,Yerevan,arm,Armenia,cze,Czech Republic,0,3
2013-03-26,Seoul,kor,Korea Republic,qat,Qatar,2,1
2013-03-26,San Jose,crc,Costa Rica,jam,Jamaica,2,0
2013-03-26,Copenhagen,den,Denmark,bul,Bulgaria,1,1
2013-03-26,Santiago De Chile,chi,Chile,uru,Uruguay,2,0
2013-03-26,Blida,alg,Algeria,ben,Benin,3,1
2013-03-26,Novi Sad,srb,Serbia,sco,Scotland,2,0
2013-03-26,Istanbul,tur,Turkey,hun,Hungary,1,1
2013-03-26,Amsterdam,ned,Netherlands,rou,Romania,4,0
2013-03-26,Mexico City,mex,Mexico,usa,USA,0,0
2013-03-26,Brussels,bel,Belgium,mkd,FYR Macedonia,1,0
2013-03-26,Ta'Qali,mlt,Malta,ita,Italy,0,2
2013-03-26,Warsaw,pol,Poland,smr,San Marino,5,0
2013-03-26,Nuremberg,ger,Germany,kaz,Kazakhstan,4,1
2013-03-26,Baku,aze,Azerbaijan,por,Portugal,0,2
2013-03-26,Podgorica,mne,Montenegro,eng,England,1,1
2013-03-26,Odessa,ukr,Ukraine,mda,Moldova,2,1
2013-03-26,Saint-Denis,fra,France,esp,Spain,0,1
2013-03-26,Panama City,pan,Panama,hon,Honduras,2,0
2013-04-06,Santa Cruz,bol,Bolivia,bra,Brazil,0,4
2013-04-17,San Francisco,per,Peru,mex,Mexico,0,0
2013-04-17,Doha,qat,Qatar,ple,Palestine,2,0
2013-04-21,Kingstown,vin,St. Vincent / Grenadines,lca,St. Lucia,0,2
2013-04-23,Kingstown,grn,Grenada,lca,St. Lucia,2,1
2013-04-24,Belo Horizonte,bra,Brazil,chi,Chile,2,2
2013-04-25,Kingstown,vin,St. Vincent / Grenadines,grn,Grenada,0,1
2013-04-28,Lusaka,zam,Zambia,zim,Zimbabwe,2,0
2013-05-22,Muscat,oma,Oman,irn,Iran,3,1
2013-05-22,Merida,ven,Venezuela,slv,El Salvador,2,1
2013-05-24,Doha,qat,Qatar,lva,Latvia,3,1
2013-05-25,Blida,alg,Algeria,mtn,Mauritania,1,0
2013-05-25,Windhoek,nam,Namibia,zam,Zambia,0,0
2013-05-25,Addis Abeba,eth,Ethiopia,sdn,Sudan,2,0
2013-05-27,Amman,jor,Jordan,lby,Libya,1,0
2013-05-27,Baghdad,irq,Iraq,lbr,Liberia,0,1
2013-05-28,Edmonton,can,Canada,crc,Costa Rica,0,1
2013-05-28,Duisburg,tur,Turkey,lva,Latvia,3,3
2013-05-29,London,eng,England,irl,Republic of Ireland,1,1
2013-05-29,Boca Raton,ecu,Ecuador,ger,Germany,2,4
2013-05-29,Doha,oma,Oman,lib,Lebanon,1,1
2013-05-29,Doha,qat,Qatar,aze,Azerbaijan,1,1
2013-05-29,Cleveland,usa,USA,bel,Belgium,2,4
2013-05-30,Toyota,jpn,Japan,bul,Bulgaria,0,2
2013-05-31,Bologna,ita,Italy,smr,San Marino,4,0
2013-05-31,Houston,mex,Mexico,nga,Nigeria,2,2
2013-05-31,Bielefeld,tur,Turkey,svn,Slovenia,0,2
2013-06-01,Panama City,pan,Panama,per,Peru,1,2
2013-06-02,Rio De Janeiro,bra,Brazil,eng,England,2,2
2013-06-02,Washington Dc,usa,USA,ger,Germany,4,3
2013-06-02,Dublin,irl,Republic of Ireland,geo,Georgia,4,0
2013-06-02,New York,hon,Honduras,isr,Israel,0,2
2013-06-02,Blida,alg,Algeria,bfa,Burkina Faso,2,0
2013-06-02,Kyiv,ukr,Ukraine,cmr,Cameroon,0,0
2013-06-02,Addis Ababa,sdn,Sudan,tan,Tanzania,0,0
2013-06-03,Tallinn,est,Estonia,blr,Belarus,0,2
2013-06-03,Malmö,swe,Sweden,mkd,FYR Macedonia,1,0
2013-06-04,Krakow,pol,Poland,lie,Liechtenstein,2,0
2013-06-04,Almaty,kaz,Kazakhstan,bul,Bulgaria,1,2
2013-06-04,Bucharest,rou,Romania,tri,Trinidad and Tobago,4,0
2013-06-04,Hong Kong,hkg,Hong Kong,phi,Philippines,0,1
2013-06-04,Yangon,mya,Myanmar,sin,Singapore,0,2
2013-06-04,Muscat,oma,Oman,irq,Iraq,1,0
2013-06-04,Doha,qat,Qatar,irn,Iran,0,1
2013-06-04,Saitama,jpn,Japan,aus,Australia,1,1
2013-06-04,Beirut,lib,Lebanon,kor,Korea Republic,1,1
2013-06-04,Kingston,jam,Jamaica,mex,Mexico,0,1
2013-06-05,Montevideo,uru,Uruguay,fra,France,1,0
2013-06-05,Aalborg,den,Denmark,geo,Georgia,2,1
2013-06-05,Blantyre,mwi,Malawi,nam,Namibia,0,0
2013-06-05,Nairobi,ken,Kenya,nga,Nigeria,0,1
2013-06-06,Guangzhou,chn,China PR,uzb,Uzbekistan,1,2
2013-06-06,GyöR,hun,Hungary,kuw,Kuwait,1,0
2013-06-07,Tallinn,est,Estonia,tri,Trinidad and Tobago,1,0
2013-06-07,Jakarta,idn,Indonesia,ned,Netherlands,0,3
2013-06-07,Vientiane,lao,Laos,sin,Singapore,2,5
2013-06-07,La Paz,bol,Bolivia,ven,Venezuela,1,1
2013-06-07,Tripoli,lby,Libya,cod,Congo DR,0,0
2013-06-07,Reykjavik,isl,Iceland,svn,Slovenia,2,4
2013-06-07,Helsinki,fin,Finland,blr,Belarus,1,0
2013-06-07,Buenos Aires,arg,Argentina,col,Colombia,0,0
2013-06-07,Riga,lva,Latvia,bih,Bosnia and Herzegovina,0,5
2013-06-07,Dublin,irl,Republic of Ireland,fro,Faroe Islands,3,0
2013-06-07,Omdurman,sdn,Sudan,gha,Ghana,1,3
2013-06-07,Yerevan,arm,Armenia,mlt,Malta,0,1
2013-06-07,Vaduz,lie,Liechtenstein,svk,Slovakia,1,1
2013-06-07,Asuncion,par,Paraguay,chi,Chile,1,2
2013-06-07,San Jose,crc,Costa Rica,hon,Honduras,1,0
2013-06-07,Zagreb,cro,Croatia,sco,Scotland,0,1
2013-06-07,Tirana,alb,Albania,nor,Norway,1,1
2013-06-07,Podgorica,mne,Montenegro,ukr,Ukraine,0,4
2013-06-07,Kingston,jam,Jamaica,usa,USA,1,2
2013-06-07,Brussels,bel,Belgium,srb,Serbia,2,1
2013-06-07,Prague,cze,Czech Republic,ita,Italy,0,0
2013-06-07,Lisbon,por,Portugal,rus,Russia,1,0
2013-06-07,Vienna,aut,Austria,swe,Sweden,2,1
2013-06-07,Baku,aze,Azerbaijan,lux,Luxembourg,1,1
2013-06-07,Panama City,pan,Panama,mex,Mexico,0,0
2013-06-07,Lima,per,Peru,ecu,Ecuador,1,0
2013-06-07,Chisinau,mda,Moldova,pol,Poland,1,1
2013-06-07,Vilnius,ltu,Lithuania,gre,Greece,0,1
2013-06-08,Miami Gardens,esp,Spain,hai,Haiti,2,1
2013-06-08,Lobatse,bot,Botswana,eth,Ethiopia,3,0
2013-06-08,Yaounde,cta,Central African Republic,rsa,South Africa,0,3
2013-06-08,Ndola,zam,Zambia,les,Lesotho,4,0
2013-06-08,Franceville,gab,Gabon,cgo,Congo,0,0
2013-06-08,Kampala,uga,Uganda,lbr,Liberia,1,0
2013-06-08,Luanda,ang,Angola,sen,Senegal,1,1
2013-06-08,Freetown,sle,Sierra Leone,tun,Tunisia,2,2
2013-06-08,Praia,cpv,Cape Verde Islands,eqg,Equatorial Guinea,3,0
2013-06-08,Bakau,gam,Gambia,civ,Côte d'Ivoire,0,3
2013-06-08,Geneva,sui,Switzerland,cyp,Cyprus,1,0
2013-06-08,Marrakech,mar,Morocco,tan,Tanzania,2,1
2013-06-09,Porto Alegre,bra,Brazil,fra,France,3,0
2013-06-09,Harare,zim,Zimbabwe,egy,Egypt,2,4
2013-06-09,Lome,tog,Togo,cmr,Cameroon,0,3
2013-06-09,Niamey,nig,Niger,bfa,Burkina Faso,0,1
2013-06-09,Porto Novo,ben,Benin,alg,Algeria,1,3
2013-06-09,Conakry,gui,Guinea,moz,Mozambique,6,1
2013-06-09,Bamako,mli,Mali,rwa,Rwanda,1,1
2013-06-10,Geneva,cro,Croatia,por,Portugal,0,1
2013-06-11,Oslo,nor,Norway,mkd,FYR Macedonia,2,0
2013-06-11,Tallinn,est,Estonia,kgz,Kyrgyzstan,1,1
2013-06-11,Beijing,chn,China PR,ned,Netherlands,0,2
2013-06-11,New York,esp,Spain,irl,Republic of Ireland,2,0
2013-06-11,Doha,qat,Qatar,prk,Korea DPR,0,0
2013-06-11,Antigua,gua,Guatemala,blz,Belize,0,0
2013-06-11,Rio De Janeiro,ita,Italy,hai,Haiti,2,2
2013-06-11,Barranquilla,col,Colombia,per,Peru,2,0
2013-06-11,Quito,ecu,Ecuador,arg,Argentina,1,1
2013-06-11,Doha,irq,Iraq,jpn,Japan,0,1
2013-06-11,Melbourne,aus,Australia,jor,Jordan,4,0
2013-06-11,Mexico City,mex,Mexico,crc,Costa Rica,0,0
2013-06-11,Tegucigalpa,hon,Honduras,jam,Jamaica,2,0
2013-06-11,Seattle,usa,USA,pan,Panama,2,0
2013-06-11,Solna,swe,Sweden,fro,Faroe Islands,2,0
2013-06-11,Puerto Ordaz,ven,Venezuela,uru,Uruguay,0,1
2013-06-11,Gomel,blr,Belarus,fin,Finland,1,1
2013-06-11,Seoul,kor,Korea Republic,uzb,Uzbekistan,1,0
2013-06-11,Tehran,irn,Iran,lib,Lebanon,4,0
2013-06-11,Copenhagen,den,Denmark,arm,Armenia,0,4
2013-06-11,Santiago De Chile,chi,Chile,bol,Bolivia,3,1
2013-06-12,Blantyre,mwi,Malawi,ken,Kenya,2,2
2013-06-12,Windhoek,nam,Namibia,nga,Nigeria,1,1
2013-06-14,Guatemala City,gua,Guatemala,arg,Argentina,0,4
2013-06-14,Tiraspol,mda,Moldova,kgz,Kyrgyzstan,2,1
2013-06-14,Tripoli,lby,Libya,tog,Togo,2,0
2013-06-15,Hefei,chn,China PR,tha,Thailand,1,5
2013-06-15,Lobatse,bot,Botswana,cta,Central African Republic,3,2
2013-06-15,Ndola,zam,Zambia,sdn,Sudan,1,1
2013-06-15,Pointe Noire,cgo,Congo,bfa,Burkina Faso,0,1
2013-06-15,Kampala,uga,Uganda,ang,Angola,2,1
2013-06-15,Franceville,gab,Gabon,nig,Niger,4,1
2013-06-15,Brasilia,bra,Brazil,jpn,Japan,3,0
2013-06-15,Praia,cpv,Cape Verde Islands,sle,Sierra Leone,1,0
2013-06-15,Marrakech,mar,Morocco,gam,Gambia,2,0
2013-06-16,Maseru,les,Lesotho,gha,Ghana,0,2
2013-06-16,Dar Es Salaam,tan,Tanzania,civ,Côte d'Ivoire,2,4
2013-06-16,Maputo,moz,Mozambique,egy,Egypt,0,1
2013-06-16,Kigali,rwa,Rwanda,alg,Algeria,0,1
2013-06-16,Kinshasa,cod,Congo DR,cmr,Cameroon,0,0
2013-06-16,Addis Abeba,eth,Ethiopia,rsa,South Africa,2,1
2013-06-16,Monrovia,lbr,Liberia,sen,Senegal,0,2
2013-06-16,Rio De Janeiro,mex,Mexico,ita,Italy,1,2
2013-06-16,Conakry,gui,Guinea,zim,Zimbabwe,1,0
2013-06-16,Malabo,eqg,Equatorial Guinea,tun,Tunisia,1,1
2013-06-16,Bamako,mli,Mali,ben,Benin,2,2
2013-06-16,Recife,esp,Spain,uru,Uruguay,2,1
2013-06-17,Belo Horizonte,tah,Tahiti,nga,Nigeria,1,6
2013-06-18,Tashkent,uzb,Uzbekistan,qat,Qatar,5,1
2013-06-18,Amman,jor,Jordan,oma,Oman,1,0
2013-06-18,Sandy,usa,USA,hon,Honduras,1,0
2013-06-18,Sydney,aus,Australia,irq,Iraq,1,0
2013-06-18,San Jose,crc,Costa Rica,pan,Panama,2,0
2013-06-18,Ulsan,kor,Korea Republic,irn,Iran,0,1
2013-06-19,Fortaleza,bra,Brazil,mex,Mexico,2,0
2013-06-19,Recife,ita,Italy,jpn,Japan,4,3
2013-06-20,Rio De Janeiro,esp,Spain,tah,Tahiti,10,0
2013-06-20,Salvador,nga,Nigeria,uru,Uruguay,1,2
2013-06-22,Salvador,ita,Italy,bra,Brazil,2,4
2013-06-22,Belo Horizonte,jpn,Japan,mex,Mexico,1,2
2013-06-23,Lobamba,swz,Swaziland,ang,Angola,0,1
2013-06-23,Fortaleza,nga,Nigeria,esp,Spain,0,3
2013-06-23,Recife,uru,Uruguay,tah,Tahiti,8,0
2013-06-26,Belo Horizonte,bra,Brazil,uru,Uruguay,2,1
2013-06-27,Fortaleza,esp,Spain,ita,Italy,0,0
2013-06-29,Luanda,ang,Angola,swz,Swaziland,1,0
2013-06-30,Salvador,uru,Uruguay,ita,Italy,2,2
2013-06-30,Rio De Janeiro,bra,Brazil,esp,Spain,3,0
2013-07-05,San Diego,usa,USA,gua,Guatemala,6,0
2013-07-06,Sousse,tun,Tunisia,mar,Morocco,0,1
2013-07-06,Bamako,mli,Mali,gui,Guinea,3,1
2013-07-06,Ouagadougou,bfa,Burkina Faso,nig,Niger,1,0
2013-07-06,Dakar,sen,Senegal,mtn,Mauritania,1,0
2013-07-06,Kaduna,nga,Nigeria,civ,Côte d'Ivoire,4,1
2013-07-06,Lilongwe,mwi,Malawi,moz,Mozambique,0,1
2013-07-06,Lusaka,nam,Namibia,mri,Mauritius,2,1
2013-07-07,Kinshasa,cod,Congo DR,cgo,Congo,2,1
2013-07-07,Bujumbura,bdi,Burundi,sdn,Sudan,1,1
2013-07-07,Pasadena,mex,Mexico,pan,Panama,1,2
2013-07-07,Kitwe,bot,Botswana,swz,Swaziland,0,0
2013-07-08,Lusaka,nam,Namibia,sey,Seychelles,4,2
2013-07-08,Kitwe,ken,Kenya,les,Lesotho,2,2
2013-07-08,Harrison,slv,El Salvador,tri,Trinidad and Tobago,2,2
2013-07-08,Harrison,hai,Haiti,hon,Honduras,0,2
2013-07-09,Kitwe,ken,Kenya,swz,Swaziland,2,0
2013-07-09,Kitwe,les,Lesotho,bot,Botswana,3,3
2013-07-09,Portland,crc,Costa Rica,cub,Cuba,3,0
2013-07-09,Portland,blz,Belize,usa,USA,1,6
2013-07-10,Kitwe,mri,Mauritius,sey,Seychelles,4,0
2013-07-11,Lusaka,les,Lesotho,swz,Swaziland,2,0
2013-07-11,Kitwe,ken,Kenya,bot,Botswana,1,2
2013-07-11,Seattle,mex,Mexico,can,Canada,2,0
2013-07-12,Miami Gardens,tri,Trinidad and Tobago,hai,Haiti,0,2
2013-07-12,Miami Gardens,hon,Honduras,slv,El Salvador,1,0
2013-07-13,Dar Es Salaam,tan,Tanzania,uga,Uganda,0,1
2013-07-13,Lusaka,zim,Zimbabwe,mwi,Malawi,1,1
2013-07-13,Sandy,usa,USA,cub,Cuba,4,1
2013-07-13,Lusaka,rsa,South Africa,nam,Namibia,2,1
2013-07-13,Sandy,crc,Costa Rica,blz,Belize,1,0
2013-07-14,Tanger,mar,Morocco,tun,Tunisia,0,0
2013-07-14,Addis Ababa,eth,Ethiopia,rwa,Rwanda,1,0
2013-07-14,Kitwe,ang,Angola,les,Lesotho,1,1
2013-07-14,Kitwe,zam,Zambia,moz,Mozambique,3,1
2013-07-14,Denver,pan,Panama,can,Canada,0,0
2013-07-15,Houston,slv,El Salvador,hai,Haiti,1,0
2013-07-15,Houston,hon,Honduras,tri,Trinidad and Tobago,0,2
2013-07-16,Kitwe,mwi,Malawi,ang,Angola,2,3
2013-07-16,Kitwe,nam,Namibia,moz,Mozambique,0,1
2013-07-16,East Hartford,cub,Cuba,blz,Belize,4,0
2013-07-16,East Hartford,usa,USA,crc,Costa Rica,1,0
2013-07-17,Ndola,zim,Zimbabwe,les,Lesotho,2,1
2013-07-17,Ndola,rsa,South Africa,zam,Zambia,0,0
2013-07-18,Kitwe,ang,Angola,moz,Mozambique,0,1
2013-07-20,Nouakchott,mtn,Mauritania,sen,Senegal,2,0
2013-07-20,Seoul,kor,Korea Republic,aus,Australia,0,0
2013-07-20,Ndola,les,Lesotho,rsa,South Africa,1,2
2013-07-20,Atlanta,pan,Panama,cub,Cuba,6,1
2013-07-20,Ndola,zam,Zambia,zim,Zimbabwe,2,0
2013-07-20,Atlanta,mex,Mexico,tri,Trinidad and Tobago,1,0
2013-07-21,Seoul,jpn,Japan,chn,China PR,3,3
2013-07-21,Baltimore,usa,USA,slv,El Salvador,5,1
2013-07-21,Baltimore,hon,Honduras,crc,Costa Rica,1,0
2013-07-24,Hwaseong,kor,Korea Republic,chn,China PR,0,0
2013-07-24,Arlington,usa,USA,hon,Honduras,3,1
2013-07-24,Arlington,pan,Panama,mex,Mexico,2,1
2013-07-25,Hwaseong,jpn,Japan,aus,Australia,3,2
2013-07-27,Kigali,rwa,Rwanda,eth,Ethiopia,1,0
2013-07-27,Niamey,nig,Niger,bfa,Burkina Faso,1,0
2013-07-27,Molepolole,bot,Botswana,zam,Zambia,1,1
2013-07-27,Kampala,uga,Uganda,tan,Tanzania,3,1
2013-07-27,Abidjan,civ,Côte d'Ivoire,nga,Nigeria,2,0
2013-07-28,Conakry,gui,Guinea,mli,Mali,1,0
2013-07-28,Dolisie,cgo,Congo,cod,Congo DR,1,0
2013-07-28,Omdurman,sdn,Sudan,bdi,Burundi,1,1
2013-07-28,Curepipe,mri,Mauritius,zim,Zimbabwe,0,3
2013-07-28,Maputo,moz,Mozambique,nam,Namibia,3,0
2013-07-28,Seoul,kor,Korea Republic,jpn,Japan,1,2
2013-07-28,Seoul,aus,Australia,chn,China PR,3,4
2013-07-28,Yaounde,cmr,Cameroon,gab,Gabon,1,0
2013-07-28,Chicago,usa,USA,pan,Panama,1,0
2013-08-03,Ndola,zam,Zambia,bot,Botswana,2,0
2013-08-03,Windhoek,nam,Namibia,moz,Mozambique,3,0
2013-08-04,Harare,zim,Zimbabwe,mri,Mauritius,1,1
2013-08-09,Amman,jor,Jordan,lby,Libya,2,1
2013-08-10,Libreville,gab,Gabon,cmr,Cameroon,1,0
2013-08-14,Budapest,hun,Hungary,cze,Czech Republic,1,1
2013-08-14,Brussels,bel,Belgium,fra,France,0,0
2013-08-14,Solna,swe,Sweden,nor,Norway,4,2
2013-08-14,London,eng,England,sco,Scotland,3,2
2013-08-14,Zhodino,blr,Belarus,mne,Montenegro,1,1
2013-08-14,Tallinn,est,Estonia,lva,Latvia,1,1
2013-08-14,Turku,fin,Finland,svn,Slovenia,2,0
2013-08-14,Salzburg,aut,Austria,gre,Greece,0,2
2013-08-14,Baku,aze,Azerbaijan,mlt,Malta,3,0
2013-08-14,Gdansk,pol,Poland,den,Denmark,3,2
2013-08-14,Basel,sui,Switzerland,bra,Brazil,1,0
2013-08-14,Bucharest,rou,Romania,svk,Slovakia,1,1
2013-08-14,Astana,kaz,Kazakhstan,geo,Georgia,1,0
2013-08-14,Guayaquil,ecu,Ecuador,esp,Spain,0,2
2013-08-14,Kaiserslautern,ger,Germany,par,Paraguay,3,3
