date,location,code1,team1,code2,team2,goals1,goals2
2009-04-01,Oslo,nor,Norway,fin,Finland,3,2
2009-04-01,Saida,lib,Lebanon,nam,Namibia,1,1
2009-04-01,Belgrade,srb,Serbia,swe,Sweden,2,0
2009-04-01,Tehran,irn,Iran,sen,Senegal,1,1
2009-04-01,Maseru,les,Lesotho,bot,Botswana,0,0
2009-04-01,La Paz,bol,Bolivia,arg,Argentina,6,1
2009-04-01,Quito,ecu,Ecuador,par,Paraguay,1,1
2009-04-01,Riffa,bhr,Bahrain,qat,Qatar,1,0
2009-04-01,Sofia,bul,Bulgaria,cyp,Cyprus,2,0
2009-04-01,Tallinn,est,Estonia,arm,Armenia,1,0
2009-04-01,Riga,lva,Latvia,lux,Luxembourg,2,0
2009-04-01,Nashville,usa,USA,tri,Trinidad and Tobago,3,0
2009-04-01,Budapest,hun,Hungary,mlt,Malta,3,0
2009-04-01,Santiago De Chile,chi,Chile,uru,Uruguay,0,0
2009-04-01,Vaduz,lie,Liechtenstein,rus,Russia,0,1
2009-04-01,San Pedro Sula,hon,Honduras,mex,Mexico,3,1
2009-04-01,Belfast,nir,Northern Ireland,svn,Slovenia,1,0
2009-04-01,Cardiff,wal,Wales,ger,Germany,0,2
2009-04-01,Glasgow,sco,Scotland,isl,Iceland,2,1
2009-04-01,Sydney,aus,Australia,uzb,Uzbekistan,2,0
2009-04-01,Seoul,kor,Korea Republic,prk,Korea DPR,1,0
2009-04-01,Tibas,crc,Costa Rica,slv,El Salvador,1,0
2009-04-01,London,eng,England,ukr,Ukraine,2,1
2009-04-01,Copenhagen,den,Denmark,alb,Albania,3,0
2009-04-01,Almaty,kaz,Kazakhstan,blr,Belarus,1,5
2009-04-01,Andorra La Vella,and,Andorra,cro,Croatia,0,2
2009-04-01,Klagenfurt,aut,Austria,rou,Romania,2,1
2009-04-01,Kielce,pol,Poland,smr,San Marino,10,0
2009-04-01,Prague,cze,Czech Republic,svk,Slovakia,1,2
2009-04-01,Geneva,sui,Switzerland,mda,Moldova,2,0
2009-04-01,Riyadh,ksa,Saudi Arabia,uae,United Arab Emirates,3,2
2009-04-01,Amsterdam,ned,Netherlands,mkd,FYR Macedonia,4,0
2009-04-01,Zenica,bih,Bosnia and Herzegovina,bel,Belgium,2,1
2009-04-01,Bari,ita,Italy,irl,Republic of Ireland,1,1
2009-04-01,Saint-Denis,fra,France,ltu,Lithuania,1,0
2009-04-01,Tbilisi,geo,Georgia,mne,Montenegro,0,0
2009-04-01,Istanbul,tur,Turkey,esp,Spain,1,2
2009-04-01,Heraklion,gre,Greece,isr,Israel,2,1
2009-04-01,Porto Alegre,bra,Brazil,per,Peru,3,0
2009-04-04,Dundo,ang,Angola,nam,Namibia,0,0
2009-04-04,Colombo,sri,Sri Lanka,bru,Brunei Darussalam,5,1
2009-04-04,Colombo,pak,Pakistan,tpe,Chinese Taipei,1,1
2009-04-06,Colombo,bru,Brunei Darussalam,pak,Pakistan,0,6
2009-04-06,Colombo,sri,Sri Lanka,tpe,Chinese Taipei,2,1
2009-04-07,Macau,mac,Macau,mng,Mongolia,2,0
2009-04-08,Colombo,tpe,Chinese Taipei,bru,Brunei Darussalam,5,0
2009-04-08,Colombo,sri,Sri Lanka,pak,Pakistan,2,2
2009-04-14,Ulaan-Baatar,mng,Mongolia,mac,Macau,3,1
2009-04-14,Male,mdv,Maldives,tkm,Turkmenistan,1,3
2009-04-14,Male,phi,Philippines,bhu,Bhutan,1,0
2009-04-16,Male,mdv,Maldives,phi,Philippines,3,2
2009-04-16,Male,tkm,Turkmenistan,bhu,Bhutan,7,0
2009-04-18,Male,tkm,Turkmenistan,phi,Philippines,5,0
2009-04-18,Male,mdv,Maldives,bhu,Bhutan,5,0
2009-04-25,Bamako,mli,Mali,eqg,Equatorial Guinea,3,0
2009-04-26,Dhaka,mya,Myanmar,mac,Macau,4,0
2009-04-26,Dhaka,ban,Bangladesh,cam,Cambodia,1,0
2009-04-28,Dhaka,mac,Macau,cam,Cambodia,1,2
2009-04-28,Dhaka,ban,Bangladesh,mya,Myanmar,1,2
2009-04-30,Dhaka,mya,Myanmar,cam,Cambodia,1,0
2009-04-30,Dhaka,ban,Bangladesh,mac,Macau,3,0
2009-05-09,Dar Es Salaam,tan,Tanzania,cod,Congo DR,0,2
2009-05-13,San Cristobal,ven,Venezuela,crc,Costa Rica,1,1
2009-05-13,Amman,jor,Jordan,zim,Zimbabwe,2,0
2009-05-20,Santa Fe,arg,Argentina,pan,Panama,3,1
2009-05-23,Fort Lauderdale,jam,Jamaica,hai,Haiti,2,2
2009-05-26,Doha,qat,Qatar,ksa,Saudi Arabia,2,1
2009-05-27,Osaka,jpn,Japan,chi,Chile,4,0
2009-05-27,Los Angeles,ecu,Ecuador,slv,El Salvador,1,3
2009-05-28,Rades,tun,Tunisia,sdn,Sudan,4,0
2009-05-29,Shanghai,chn,China PR,ger,Germany,1,1
2009-05-29,Chiba,bel,Belgium,chi,Chile,1,1
2009-05-29,Llanelli,wal,Wales,est,Estonia,1,0
2009-05-29,London,irl,Republic of Ireland,nga,Nigeria,1,1
2009-05-30,Muscat,oma,Oman,egy,Egypt,0,1
2009-05-30,Blantyre,mwi,Malawi,rwa,Rwanda,2,0
2009-05-30,Washington Dc,jam,Jamaica,slv,El Salvador,0,0
2009-05-30,Larnaca,cyp,Cyprus,can,Canada,0,1
2009-05-31,Tokyo,jpn,Japan,bel,Belgium,4,0
2009-05-31,Tamale,gha,Ghana,uga,Uganda,2,1
2009-05-31,Kuwait City,kuw,Kuwait,vie,Vietnam,0,1
2009-06-01,Tashkent,uzb,Uzbekistan,bih,Bosnia and Herzegovina,0,0
2009-06-01,Qinhuangdao,chn,China PR,irn,Iran,1,0
2009-06-02,Dubai,uae,United Arab Emirates,ger,Germany,2,7
2009-06-02,Kayseri,tur,Turkey,aze,Azerbaijan,2,0
2009-06-02,Saint-Etienne,fra,France,nga,Nigeria,0,1
2009-06-03,Dar Es Salaam,tan,Tanzania,nzl,New Zealand,2,1
2009-06-03,Riffa,bhr,Bahrain,jor,Jordan,4,0
2009-06-03,Paramaribo,atg,Antigua and Barbuda,guy,Guyana,2,1
2009-06-03,Tibas,crc,Costa Rica,usa,USA,3,1
2009-06-04,Tianjin,chn,China PR,ksa,Saudi Arabia,1,4
2009-06-05,Jablonec,cze,Czech Republic,mlt,Malta,1,0
2009-06-05,Lyon,fra,France,tur,Turkey,1,0
2009-06-06,Johannesburg,rsa,South Africa,pol,Poland,1,0
2009-06-06,Gaborone,bot,Botswana,nzl,New Zealand,0,0
2009-06-06,Tallinn,est,Estonia,eqg,Equatorial Guinea,3,0
2009-06-06,Chililabombwe,zam,Zambia,rwa,Rwanda,1,0
2009-06-06,Blantyre,mwi,Malawi,bfa,Burkina Faso,0,1
2009-06-06,Windhoek,nam,Namibia,cod,Congo DR,4,0
2009-06-06,Libreville,gab,Gabon,tog,Togo,3,0
2009-06-06,Montevideo,uru,Uruguay,bra,Brazil,0,4
2009-06-06,La Paz,bol,Bolivia,ven,Venezuela,0,1
2009-06-06,Pyongyang,prk,Korea DPR,irn,Iran,0,0
2009-06-06,Bratislava,svk,Slovakia,smr,San Marino,7,0
2009-06-06,Skopje,mkd,FYR Macedonia,nor,Norway,0,0
2009-06-06,Buenos Aires,arg,Argentina,col,Colombia,1,0
2009-06-06,Rades,tun,Tunisia,moz,Mozambique,2,0
2009-06-06,Scarborough,tri,Trinidad and Tobago,crc,Costa Rica,2,3
2009-06-06,Reykjavik,isl,Iceland,ned,Netherlands,1,2
2009-06-06,Asuncion,par,Paraguay,chi,Chile,0,2
2009-06-06,Grodno,blr,Belarus,and,Andorra,5,1
2009-06-06,Helsinki,fin,Finland,lie,Liechtenstein,2,1
2009-06-06,Doha,qat,Qatar,aus,Australia,0,0
2009-06-06,San Salvador,slv,El Salvador,mex,Mexico,2,1
2009-06-06,Tashkent,uzb,Uzbekistan,jpn,Japan,0,1
2009-06-06,Chicago,usa,USA,hon,Honduras,2,1
2009-06-06,Solna,swe,Sweden,den,Denmark,0,1
2009-06-06,Baku,aze,Azerbaijan,wal,Wales,0,1
2009-06-06,Tbilisi,geo,Georgia,mda,Moldova,1,2
2009-06-06,Zagreb,cro,Croatia,ukr,Ukraine,2,2
2009-06-06,Dubai,uae,United Arab Emirates,kor,Korea Republic,0,2
2009-06-06,Belgrade,srb,Serbia,aut,Austria,1,0
2009-06-06,Sofia,bul,Bulgaria,irl,Republic of Ireland,1,1
2009-06-06,Larnaca,cyp,Cyprus,mne,Montenegro,2,2
2009-06-06,Tirana,alb,Albania,por,Portugal,1,2
2009-06-06,Pisa,ita,Italy,nir,Northern Ireland,3,0
2009-06-06,Almaty,kaz,Kazakhstan,eng,England,0,4
2009-06-06,Marijampole,ltu,Lithuania,rou,Romania,0,1
2009-06-07,Kingston,jam,Jamaica,pan,Panama,3,2
2009-06-07,Lima,per,Peru,ecu,Ecuador,1,2
2009-06-07,Yaounde,cmr,Cameroon,mar,Morocco,0,0
2009-06-07,Cotonou,ben,Benin,sdn,Sudan,1,0
2009-06-07,Abuja,nga,Nigeria,ken,Kenya,3,0
2009-06-07,Conakry,gui,Guinea,civ,Côte d'Ivoire,1,2
2009-06-07,Bamako,mli,Mali,gha,Ghana,0,2
2009-06-07,Blida,alg,Algeria,egy,Egypt,3,1
2009-06-09,Cape Town,irq,Iraq,pol,Poland,1,1
2009-06-09,Cannes,bih,Bosnia and Herzegovina,oma,Oman,2,1
2009-06-09,Baku,aze,Azerbaijan,esp,Spain,0,6
2009-06-10,Atteridgeville,ita,Italy,nzl,New Zealand,4,3
2009-06-10,Quito,ecu,Ecuador,arg,Argentina,2,0
2009-06-10,Skopje,mkd,FYR Macedonia,isl,Iceland,2,0
2009-06-10,Medellin,col,Colombia,per,Peru,1,0
2009-06-10,Gothenburg,swe,Sweden,mlt,Malta,4,0
2009-06-10,Tehran,irn,Iran,uae,United Arab Emirates,1,0
2009-06-10,Tirana,alb,Albania,geo,Georgia,1,1
2009-06-10,Barysaw,blr,Belarus,mda,Moldova,2,2
2009-06-10,Torshavn,fro,Faroe Islands,srb,Serbia,0,2
2009-06-10,San Pedro Sula,hon,Honduras,slv,El Salvador,1,0
2009-06-10,Yokohama,jpn,Japan,qat,Qatar,1,1
2009-06-10,Kyiv,ukr,Ukraine,kaz,Kazakhstan,2,1
2009-06-10,Sydney,aus,Australia,bhr,Bahrain,2,0
2009-06-10,Seoul,kor,Korea Republic,ksa,Saudi Arabia,0,0
2009-06-10,London,eng,England,and,Andorra,6,0
2009-06-10,Puerto Ordaz,ven,Venezuela,uru,Uruguay,2,2
2009-06-10,Helsinki,fin,Finland,rus,Russia,0,3
2009-06-10,Mexico City,mex,Mexico,tri,Trinidad and Tobago,2,1
2009-06-10,Rotterdam,ned,Netherlands,nor,Norway,2,0
2009-06-10,Santiago De Chile,chi,Chile,bol,Bolivia,4,0
2009-06-10,Tallinn,est,Estonia,por,Portugal,0,0
2009-06-10,Recife,bra,Brazil,par,Paraguay,2,1
2009-06-11,Veitongo,tga,Tonga,cok,Cook Islands,1,1
2009-06-13,Veitongo,tga,Tonga,cok,Cook Islands,1,2
2009-06-14,Amadora,ang,Angola,gui,Guinea,0,0
2009-06-14,Johannesburg,rsa,South Africa,irq,Iraq,0,0
2009-06-14,Rustenburg,nzl,New Zealand,esp,Spain,0,5
2009-06-15,Mangaung/Bloemfontein,bra,Brazil,egy,Egypt,4,3
2009-06-15,Tshwane/Pretoria,usa,USA,ita,Italy,1,3
2009-06-17,Mangaung/Bloemfontein,esp,Spain,irq,Iraq,1,0
2009-06-17,Riffa,bhr,Bahrain,uzb,Uzbekistan,1,0
2009-06-17,Seoul,kor,Korea Republic,irn,Iran,1,1
2009-06-17,Melbourne,aus,Australia,jpn,Japan,2,1
2009-06-17,Rustenburg,rsa,South Africa,nzl,New Zealand,2,0
2009-06-17,Riyadh,ksa,Saudi Arabia,prk,Korea DPR,0,0
2009-06-18,Tshwane/Pretoria,usa,USA,bra,Brazil,0,3
2009-06-18,Johannesburg,egy,Egypt,ita,Italy,1,0
2009-06-19,Port-Au-Prince,hai,Haiti,pan,Panama,1,1
2009-06-19,Manzini,swz,Swaziland,les,Lesotho,1,1
2009-06-20,Chililabombwe,zam,Zambia,alg,Algeria,0,2
2009-06-20,Nairobi,ken,Kenya,moz,Mozambique,2,1
2009-06-20,Rabat,mar,Morocco,tog,Togo,0,0
2009-06-20,Ouagadougou,bfa,Burkina Faso,civ,Côte d'Ivoire,2,3
2009-06-20,Rades,tun,Tunisia,nga,Nigeria,0,0
2009-06-20,Mangaung/Bloemfontein,esp,Spain,rsa,South Africa,2,0
2009-06-20,Johannesburg,irq,Iraq,nzl,New Zealand,0,0
2009-06-20,Omdurman,sdn,Sudan,gha,Ghana,0,2
2009-06-21,Lobamba,swz,Swaziland,les,Lesotho,1,1
2009-06-21,Conakry,gui,Guinea,mwi,Malawi,2,1
2009-06-21,Bamako,mli,Mali,ben,Benin,3,1
2009-06-21,Tshwane/Pretoria,ita,Italy,bra,Brazil,0,3
2009-06-21,Rustenburg,egy,Egypt,usa,USA,0,3
2009-06-24,Atlanta,mex,Mexico,ven,Venezuela,4,0
2009-06-24,Mangaung/Bloemfontein,esp,Spain,usa,USA,0,2
2009-06-25,Johannesburg,bra,Brazil,rsa,South Africa,1,0
2009-06-27,Montreal,hai,Haiti,syr,Syria,1,2
2009-06-27,Tibas,crc,Costa Rica,ven,Venezuela,1,0
2009-06-28,Cary,pan,Panama,hon,Honduras,0,2
2009-06-28,Grand Cayman,cay,Cayman Islands,jam,Jamaica,1,4
2009-06-28,Rustenburg,esp,Spain,rsa,South Africa,3,2
2009-06-28,San Diego,mex,Mexico,gua,Guatemala,0,0
2009-06-28,St. George's,grn,Grenada,atg,Antigua and Barbuda,2,2
2009-06-28,Johannesburg,usa,USA,bra,Brazil,2,3
2009-06-30,Oxnard,gua,Guatemala,can,Canada,0,3
2009-07-03,Carson,can,Canada,jam,Jamaica,1,0
2009-07-03,Carson,crc,Costa Rica,slv,El Salvador,1,2
2009-07-04,Seattle,hon,Honduras,hai,Haiti,1,0
2009-07-04,Seattle,grn,Grenada,usa,USA,0,4
2009-07-05,Gaborone,bot,Botswana,irn,Iran,1,1
2009-07-05,Oakland,nca,Nicaragua,mex,Mexico,0,2
2009-07-05,Cairo,egy,Egypt,rwa,Rwanda,3,0
2009-07-06,Blantyre,mwi,Malawi,swz,Swaziland,3,1
2009-07-07,Columbus,jam,Jamaica,crc,Costa Rica,0,1
2009-07-07,Columbus,slv,El Salvador,can,Canada,0,1
2009-07-08,Washington Dc,hai,Haiti,grn,Grenada,2,0
2009-07-08,Washington Dc,usa,USA,hon,Honduras,2,0
2009-07-09,Houston,mex,Mexico,pan,Panama,1,1
2009-07-10,Arbil,irq,Iraq,ple,Palestine,3,0
2009-07-10,Miami,crc,Costa Rica,can,Canada,2,2
2009-07-10,Miami,slv,El Salvador,jam,Jamaica,0,1
2009-07-11,Foxborough,usa,USA,hai,Haiti,2,2
2009-07-11,Foxborough,hon,Honduras,grn,Grenada,4,0
2009-07-12,Basseterre,skn,St. Kitts and Nevis,tri,Trinidad and Tobago,2,3
2009-07-12,Glendale,pan,Panama,nca,Nicaragua,4,0
2009-07-13,Baghdad,irq,Iraq,ple,Palestine,4,0
2009-07-18,Tianjin,chn,China PR,ple,Palestine,3,1
2009-07-18,Philadelphia,can,Canada,hon,Honduras,0,1
2009-07-18,Philadelphia,usa,USA,pan,Panama,2,1
2009-07-19,Arlington,mex,Mexico,hai,Haiti,4,0
2009-07-23,Chicago,hon,Honduras,usa,USA,0,2
2009-07-23,Chicago,crc,Costa Rica,mex,Mexico,1,1
2009-07-25,Tianjin,chn,China PR,kgz,Kyrgyzstan,3,0
2009-07-26,New York/New Jersey,usa,USA,mex,Mexico,0,5
2009-08-07,Houston,col,Colombia,slv,El Salvador,2,1
2009-08-11,Dieppe,ben,Benin,gab,Gabon,1,1
2009-08-12,Belfast,nir,Northern Ireland,isr,Israel,1,1
2009-08-12,Teplice,cze,Czech Republic,bel,Belgium,3,1
2009-08-12,Reykjavik,isl,Iceland,svk,Slovakia,1,1
2009-08-12,Amsterdam,ned,Netherlands,eng,England,2,2
2009-08-12,Tallinn,est,Estonia,bra,Brazil,0,1
2009-08-12,Brondby,den,Denmark,chi,Chile,1,2
2009-08-12,Singapore,sin,Singapore,chn,China PR,1,1
2009-08-12,Podgorica,mne,Montenegro,wal,Wales,2,1
2009-08-12,Vaduz,lie,Liechtenstein,por,Portugal,0,3
2009-08-12,Sofia,bul,Bulgaria,lva,Latvia,1,0
2009-08-12,Solna,swe,Sweden,fin,Finland,1,0
2009-08-12,Bydgoszcz,pol,Poland,gre,Greece,2,0
2009-08-12,Skopje,mkd,FYR Macedonia,esp,Spain,2,3
2009-08-12,Budapest,hun,Hungary,rou,Romania,0,1
2009-08-12,Algiers,alg,Algeria,uru,Uruguay,1,0
2009-08-12,Sousse,tun,Tunisia,civ,Côte d'Ivoire,0,0
2009-08-12,Ta'Qali,mlt,Malta,geo,Georgia,2,0
2009-08-12,Moscow,rus,Russia,arg,Argentina,2,3
2009-08-12,Klagenfurt,aut,Austria,cmr,Cameroon,0,2
2009-08-12,Salalah,oma,Oman,ksa,Saudi Arabia,2,1
2009-08-12,Atteridgeville,rsa,South Africa,srb,Serbia,1,3
2009-08-12,New York/New Jersey,col,Colombia,ven,Venezuela,1,2
2009-08-12,Rabat,mar,Morocco,cgo,Congo,1,1
2009-08-12,New York/New Jersey,ecu,Ecuador,jam,Jamaica,0,0
2009-08-12,Tirana,alb,Albania,cyp,Cyprus,6,1
2009-08-12,Lisbon,tog,Togo,ang,Angola,0,2
2009-08-12,Le Petit-Quevilly,mli,Mali,bfa,Burkina Faso,3,0
2009-08-12,Blois,cod,Congo DR,sen,Senegal,1,2
2009-08-12,Kigali,rwa,Rwanda,tan,Tanzania,1,2
2009-08-12,London,gha,Ghana,zam,Zambia,4,1
2009-08-12,Bulawayo,zim,Zimbabwe,les,Lesotho,1,1
2009-08-12,Mexico City,mex,Mexico,usa,USA,2,1
2009-08-12,Maputo,moz,Mozambique,swz,Swaziland,1,0
2009-08-12,Torshavn,fro,Faroe Islands,fra,France,0,1
2009-08-12,Oslo,nor,Norway,sco,Scotland,4,0
2009-08-12,San Pedro Sula,hon,Honduras,crc,Costa Rica,4,0
2009-08-12,Port Of Spain,tri,Trinidad and Tobago,slv,El Salvador,1,0
2009-08-12,Limerick,irl,Republic of Ireland,aus,Australia,0,3
2009-08-12,Yerevan,arm,Armenia,mda,Moldova,1,4
2009-08-12,Seoul,kor,Korea Republic,par,Paraguay,1,0
2009-08-12,Luxembourg,lux,Luxembourg,ltu,Lithuania,0,1
2009-08-12,Maribor,svn,Slovenia,smr,San Marino,5,0
2009-08-12,Basel,sui,Switzerland,ita,Italy,0,0
2009-08-12,Sarajevo,bih,Bosnia and Herzegovina,irn,Iran,2,3
2009-08-12,Shah Alam,mas,Malaysia,ken,Kenya,0,0
2009-08-12,Baku,aze,Azerbaijan,ger,Germany,0,2
2009-08-12,Kyiv,ukr,Ukraine,tur,Turkey,0,3
2009-08-12,Minsk,blr,Belarus,cro,Croatia,1,3
2009-08-12,Cairo,egy,Egypt,gui,Guinea,3,3
2009-08-15,Shah Alam,mas,Malaysia,chn,China PR,0,0
2009-08-16,Basseterre,skn,St. Kitts and Nevis,jam,Jamaica,0,1
2009-08-19,New Delhi,ind,India,lib,Lebanon,0,1
2009-08-20,New Delhi,syr,Syria,kgz,Kyrgyzstan,2,0
2009-08-22,New Delhi,sri,Sri Lanka,lib,Lebanon,4,3
2009-08-23,New Delhi,ind,India,kgz,Kyrgyzstan,2,1
2009-08-23,Kaohsiung,prk,Korea DPR,gum,Guam,9,2
2009-08-23,Kaohsiung,tpe,Chinese Taipei,hkg,Hong Kong,0,4
2009-08-24,New Delhi,syr,Syria,sri,Sri Lanka,4,0
2009-08-25,New Delhi,kgz,Kyrgyzstan,lib,Lebanon,1,1
2009-08-25,Kaohsiung,hkg,Hong Kong,prk,Korea DPR,0,0
2009-08-25,Kaohsiung,tpe,Chinese Taipei,gum,Guam,4,2
2009-08-26,New Delhi,ind,India,sri,Sri Lanka,3,1
2009-08-26,Riffa,bhr,Bahrain,ken,Kenya,2,1
2009-08-27,New Delhi,syr,Syria,lib,Lebanon,1,0
2009-08-27,Kaohsiung,hkg,Hong Kong,gum,Guam,12,0
2009-08-27,Kaohsiung,tpe,Chinese Taipei,prk,Korea DPR,1,2
2009-08-28,New Delhi,sri,Sri Lanka,kgz,Kyrgyzstan,1,4
2009-08-29,New Delhi,ind,India,syr,Syria,0,1
2009-08-30,Riyadh,ksa,Saudi Arabia,mas,Malaysia,2,1
2009-08-31,Riffa,bhr,Bahrain,irn,Iran,4,2
2009-08-31,New Delhi,syr,Syria,ind,India,1,1
2009-09-04,Ta'Qali,mlt,Malta,cpv,Cape Verde Islands,0,2
2009-09-05,London,eng,England,svn,Slovenia,2,1
2009-09-05,Leverkusen,ger,Germany,rsa,South Africa,2,0
2009-09-05,Enschede,ned,Netherlands,jpn,Japan,3,0
2009-09-05,Tashkent,uzb,Uzbekistan,irn,Iran,0,0
2009-09-05,Portimao,ang,Angola,sen,Senegal,1,1
2009-09-05,Amman,jor,Jordan,mas,Malaysia,0,0
2009-09-05,Kingstown,vin,St. Vincent / Grenadines,skn,St. Kitts and Nevis,0,3
2009-09-05,Blantyre,mwi,Malawi,gui,Guinea,2,1
2009-09-05,Glasgow,sco,Scotland,mkd,FYR Macedonia,2,0
2009-09-05,Medellin,col,Colombia,ecu,Ecuador,2,0
2009-09-05,Lima,per,Peru,uru,Uruguay,1,0
2009-09-05,Libreville,gab,Gabon,cmr,Cameroon,0,2
2009-09-05,Kigali,rwa,Rwanda,egy,Egypt,0,1
2009-09-05,Windhoek,nam,Namibia,swz,Swaziland,1,1
2009-09-05,Kyiv,ukr,Ukraine,and,Andorra,5,0
2009-09-05,Abidjan,civ,Côte d'Ivoire,bfa,Burkina Faso,5,0
2009-09-05,Sandy,usa,USA,slv,El Salvador,2,1
2009-09-05,Asuncion,par,Paraguay,bol,Bolivia,1,0
2009-09-05,Reykjavik,isl,Iceland,nor,Norway,1,1
2009-09-05,St. Petersburg,rus,Russia,lie,Liechtenstein,3,0
2009-09-05,Chisinau,mda,Moldova,lux,Luxembourg,0,0
2009-09-05,San Pedro Sula,hon,Honduras,tri,Trinidad and Tobago,4,1
2009-09-05,Copenhagen,den,Denmark,por,Portugal,1,1
2009-09-05,Budapest,hun,Hungary,swe,Sweden,1,2
2009-09-05,Lankaran,aze,Azerbaijan,fin,Finland,1,2
2009-09-05,Yerevan,arm,Armenia,bih,Bosnia and Herzegovina,0,2
2009-09-05,Tibas,crc,Costa Rica,mex,Mexico,0,3
2009-09-05,Seoul,kor,Korea Republic,aus,Australia,3,1
2009-09-05,Zagreb,cro,Croatia,blr,Belarus,1,0
2009-09-05,Graz,aut,Austria,fro,Faroe Islands,3,1
2009-09-05,Sofia,bul,Bulgaria,mne,Montenegro,4,1
2009-09-05,Chorzow,pol,Poland,nir,Northern Ireland,1,1
2009-09-05,Bratislava,svk,Slovakia,cze,Czech Republic,2,2
2009-09-05,Basel,sui,Switzerland,gre,Greece,2,0
2009-09-05,Saint-Denis,fra,France,rou,Romania,1,1
2009-09-05,Tel Aviv,isr,Israel,lva,Latvia,0,1
2009-09-05,Kayseri,tur,Turkey,est,Estonia,4,2
2009-09-05,Nicosia,cyp,Cyprus,irl,Republic of Ireland,1,2
2009-09-05,Rosario,arg,Argentina,bra,Brazil,1,3
2009-09-05,Santiago De Chile,chi,Chile,ven,Venezuela,2,2
2009-09-05,Tbilisi,geo,Georgia,ita,Italy,0,2
2009-09-05,La CoruñA,esp,Spain,bel,Belgium,5,0
2009-09-05,Riffa,bhr,Bahrain,ksa,Saudi Arabia,0,0
2009-09-06,Maputo,moz,Mozambique,ken,Kenya,1,0
2009-09-06,Lome,tog,Togo,mar,Morocco,1,1
2009-09-06,Cotonou,ben,Benin,mli,Mali,1,1
2009-09-06,Abuja,nga,Nigeria,tun,Tunisia,2,2
2009-09-06,Accra,gha,Ghana,sdn,Sudan,2,0
2009-09-06,Blida,alg,Algeria,zam,Zambia,1,0
2009-09-08,Limerick,irl,Republic of Ireland,rsa,South Africa,1,0
2009-09-09,Reykjavik,isl,Iceland,geo,Georgia,3,1
2009-09-09,Amman,jor,Jordan,nzl,New Zealand,1,3
2009-09-09,Utrecht,jpn,Japan,gha,Ghana,4,3
2009-09-09,Faro,ang,Angola,cpv,Cape Verde Islands,1,1
2009-09-09,La Paz,bol,Bolivia,ecu,Ecuador,1,3
2009-09-09,Yaounde,cmr,Cameroon,gab,Gabon,2,1
2009-09-09,Toftir,fro,Faroe Islands,ltu,Lithuania,2,1
2009-09-09,Uherske Hradiste,cze,Czech Republic,smr,San Marino,7,0
2009-09-09,Montevideo,uru,Uruguay,col,Colombia,3,1
2009-09-09,Ta'Qali,mlt,Malta,swe,Sweden,0,1
2009-09-09,Asuncion,par,Paraguay,arg,Argentina,1,0
2009-09-09,San Salvador,slv,El Salvador,crc,Costa Rica,1,0
2009-09-09,Port Of Spain,tri,Trinidad and Tobago,usa,USA,0,1
2009-09-09,Vaduz,lie,Liechtenstein,fin,Finland,1,1
2009-09-09,Glasgow,sco,Scotland,ned,Netherlands,0,1
2009-09-09,Belfast,nir,Northern Ireland,svk,Slovakia,0,2
2009-09-09,Cardiff,wal,Wales,rus,Russia,1,3
2009-09-09,Andorra La Vella,and,Andorra,kaz,Kazakhstan,1,3
2009-09-09,Minsk,blr,Belarus,ukr,Ukraine,0,0
2009-09-09,Zenica,bih,Bosnia and Herzegovina,tur,Turkey,1,1
2009-09-09,London,eng,England,cro,Croatia,5,1
2009-09-09,Mexico City,mex,Mexico,hon,Honduras,1,0
2009-09-09,Podgorica,mne,Montenegro,cyp,Cyprus,1,1
2009-09-09,Puerto La Cruz,ven,Venezuela,per,Peru,3,1
2009-09-09,Tirana,alb,Albania,den,Denmark,1,1
2009-09-09,Oslo,nor,Norway,mkd,FYR Macedonia,2,1
2009-09-09,Bucharest,rou,Romania,aut,Austria,1,1
2009-09-09,Budapest,hun,Hungary,por,Portugal,0,1
2009-09-09,Maribor,svn,Slovenia,pol,Poland,3,0
2009-09-09,Hanover,ger,Germany,aze,Azerbaijan,4,0
2009-09-09,Turin,ita,Italy,bul,Bulgaria,2,0
2009-09-09,Belgrade,srb,Serbia,fra,France,1,1
2009-09-09,Tel Aviv,isr,Israel,lux,Luxembourg,7,0
2009-09-09,Yerevan,arm,Armenia,bel,Belgium,2,1
2009-09-09,Doha,qat,Qatar,oma,Oman,1,1
2009-09-09,Chisinau,mda,Moldova,gre,Greece,1,1
2009-09-09,Riga,lva,Latvia,sui,Switzerland,2,2
2009-09-09,Salvador,bra,Brazil,chi,Chile,4,2
2009-09-09,Merida,esp,Spain,est,Estonia,3,0
2009-09-09,Riyadh,ksa,Saudi Arabia,bhr,Bahrain,2,2
2009-09-11,Kuala Lumpur,mas,Malaysia,les,Lesotho,5,0
2009-09-19,Kimberley,rsa,South Africa,mad,Madagascar,1,0
2009-09-20,Basseterre,skn,St. Kitts and Nevis,vin,St. Vincent / Grenadines,1,1
2009-09-30,Hohhot,chn,China PR,bot,Botswana,4,1
2009-09-30,Dallas,mex,Mexico,col,Colombia,1,2
2009-09-30,Cordoba,arg,Argentina,gha,Ghana,2,0
2009-10-02,Cairo,egy,Egypt,mri,Mauritius,4,0
2009-10-05,Cairo,kuw,Kuwait,lby,Libya,1,1
2009-10-08,Rijeka,cro,Croatia,qat,Qatar,3,2
2009-10-08,Shizuoka,jpn,Japan,hkg,Hong Kong,6,0
